DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.2.dev96,PLPRATETuningCoverageSimulation,2026-01-16 16:54,76.14726469516754,3.12.9,scripts/plm/plpr_ate_tune_config.yml
