Learner g,Learner m,Score,Approach,DGP,level,Coverage,CI Length,Bias,Loss g,Loss m,repetition
LGBM Regr.,LGBM Regr.,partialling out,wg_approx,dgp1,0.95,0.942,0.041591499008092996,0.009087617206985168,1.094306952229372,0.9748184939426158,500
LGBM Regr.,LGBM Regr.,partialling out,wg_approx,dgp2,0.9,0.716,0.03126496342246468,0.011800053579619845,1.1147066793312614,1.0741359418425813,500
LGBM Regr.,LGBM Regr.,partialling out,wg_approx,dgp2,0.95,0.812,0.03725450172704079,0.011800053579619845,1.1147066793312614,1.0741359418425813,500
LGBM Regr.,LGBM Regr.,partialling out,wg_approx,dgp3,0.9,0.0,0.036138092388723404,0.6322847737379714,2.3054834813847025,1.6628430322181407,500
LGBM Regr.,LGBM Regr.,partialling out,wg_approx,dgp3,0.95,0.0,0.04306119303949992,0.6322847737379714,2.3054834813847025,1.6628430322181407,500
LassoCV,LassoCV,IV-type,cre_general,dgp1,0.9,0.896,0.03276473125839177,0.00821022405330175,1.4246934279489174,0.9489026976001401,500
LassoCV,LassoCV,IV-type,cre_general,dgp1,0.95,0.936,0.03904158532853829,0.00821022405330175,1.4246934279489174,0.9489026976001401,500
LassoCV,LassoCV,IV-type,cre_general,dgp2,0.9,0.89,0.028861438302812854,0.007018329498324938,1.4393292657687904,1.1603587931918957,500
LassoCV,LassoCV,IV-type,cre_general,dgp2,0.95,0.942,0.03439052490061289,0.007018329498324938,1.4393292657687904,1.1603587931918957,500
LassoCV,LassoCV,IV-type,cre_general,dgp3,0.9,0.0,0.020298215175364506,0.8586923970192432,1.8143505199391432,2.5595991769863593,500
LassoCV,LassoCV,IV-type,cre_general,dgp3,0.95,0.0,0.024186815192725072,0.8586923970192432,1.8143505199391432,2.5595991769863593,500
LassoCV,LassoCV,IV-type,cre_normal,dgp1,0.9,0.912,0.03411747806382867,0.008244289592564806,1.4231264360628921,0.9487404427482624,500
LassoCV,LassoCV,IV-type,cre_normal,dgp1,0.95,0.942,0.040653482566939896,0.008244289592564806,1.4231264360628921,0.9487404427482624,500
LassoCV,LassoCV,IV-type,cre_normal,dgp2,0.9,0.89,0.02865577716025719,0.007167442886059286,1.4378632135082987,1.1605732873412775,500
LassoCV,LassoCV,IV-type,cre_normal,dgp2,0.95,0.934,0.03414546453425339,0.007167442886059286,1.4378632135082987,1.1605732873412775,500
LassoCV,LassoCV,IV-type,cre_normal,dgp3,0.9,0.0,0.020320839419312797,0.8575641005497477,1.8154846352374259,2.5604995833015938,500
LassoCV,LassoCV,IV-type,cre_normal,dgp3,0.95,0.0,0.024213773642151538,0.8575641005497477,1.8154846352374259,2.5604995833015938,500
LassoCV,LassoCV,IV-type,fd_exact,dgp1,0.9,0.894,0.0399796161499072,0.009748362312755216,1.4151388592061662,1.414574320153688,500
LassoCV,LassoCV,IV-type,fd_exact,dgp1,0.95,0.936,0.047638650932595,0.009748362312755216,1.4151388592061662,1.414574320153688,500
LassoCV,LassoCV,IV-type,fd_exact,dgp2,0.9,0.89,0.03472218740166541,0.008339407196285804,1.442296972916924,1.7298507312867564,500
LassoCV,LassoCV,IV-type,fd_exact,dgp2,0.95,0.944,0.04137403818590503,0.008339407196285804,1.442296972916924,1.7298507312867564,500
LassoCV,LassoCV,IV-type,fd_exact,dgp3,0.9,0.0,0.023598130929631075,0.8587681734465551,1.9559180380947834,3.8155575850577184,500
LassoCV,LassoCV,IV-type,fd_exact,dgp3,0.95,0.0,0.028118907340259135,0.8587681734465551,1.9559180380947834,3.8155575850577184,500
LassoCV,LassoCV,IV-type,wg_approx,dgp1,0.9,0.904,0.033671023532489415,0.008213981918648031,0.9490845712902075,0.9485363031047026,500
LassoCV,LassoCV,IV-type,wg_approx,dgp1,0.95,0.942,0.040121499180806375,0.008213981918648031,0.9490845712902075,0.9485363031047026,500
LassoCV,LassoCV,IV-type,wg_approx,dgp2,0.9,0.894,0.02886848144391098,0.007003403091165492,0.9672907575243995,1.1602428664343556,500
LassoCV,LassoCV,IV-type,wg_approx,dgp2,0.95,0.946,0.034398917320864864,0.007003403091165492,0.9672907575243995,1.1602428664343556,500
LassoCV,LassoCV,IV-type,wg_approx,dgp3,0.9,0.0,0.020294054418133808,0.8587746000766776,1.3121259699415952,2.5596321343060358,500
LassoCV,LassoCV,IV-type,wg_approx,dgp3,0.95,0.0,0.024181857344691086,0.8587746000766776,1.3121259699415952,2.5596321343060358,500
LassoCV,LassoCV,partialling out,cre_general,dgp1,0.9,0.91,0.03467943098074278,0.008251240800288466,1.6750736379383766,0.9489001592191306,500
LassoCV,LassoCV,partialling out,cre_general,dgp1,0.95,0.952,0.0413230907680053,0.008251240800288466,1.6750736379383766,0.9489001592191306,500
LassoCV,LassoCV,partialling out,cre_general,dgp2,0.9,0.89,0.028881863703602084,0.0070518376131271324,1.7287268520665562,1.1603520510978118,500
LassoCV,LassoCV,partialling out,cre_general,dgp2,0.95,0.944,0.034414863266812,0.0070518376131271324,1.7287268520665562,1.1603520510978118,500
LassoCV,LassoCV,partialling out,cre_general,dgp3,0.9,0.0,0.020370479530043516,0.8585524814448288,4.176721826273227,2.559726882415026,500
LassoCV,LassoCV,partialling out,cre_general,dgp3,0.95,0.0,0.02427292348237234,0.8585524814448288,4.176721826273227,2.559726882415026,500
LassoCV,LassoCV,partialling out,cre_normal,dgp1,0.9,0.806,0.03478280442865251,0.010499227810699951,1.6752650843495283,0.9487438547123895,500
LassoCV,LassoCV,partialling out,cre_normal,dgp1,0.95,0.89,0.041446267828590504,0.010499227810699951,1.6752650843495283,0.9487438547123895,500
LassoCV,LassoCV,partialling out,cre_normal,dgp2,0.9,0.804,0.0289631665115877,0.009127066587909956,1.7289940040116214,1.1605626902587372,500
LassoCV,LassoCV,partialling out,cre_normal,dgp2,0.95,0.856,0.03451174153785252,0.009127066587909956,1.7289940040116214,1.1605626902587372,500
LassoCV,LassoCV,partialling out,cre_normal,dgp3,0.9,0.0,0.02035309555522939,0.8624902127509477,4.176610937542443,2.560480949006136,500
LassoCV,LassoCV,partialling out,cre_normal,dgp3,0.95,0.0,0.024252209198751252,0.8624902127509477,4.176610937542443,2.560480949006136,500
LassoCV,LassoCV,partialling out,fd_exact,dgp1,0.9,0.904,0.041693471947824016,0.009706029679925616,1.5821336249148614,1.4145383386834307,500
LassoCV,LassoCV,partialling out,fd_exact,dgp1,0.95,0.956,0.04968083607513426,0.009706029679925616,1.5821336249148614,1.4145383386834307,500
LassoCV,LassoCV,partialling out,fd_exact,dgp2,0.9,0.896,0.03473840962559508,0.008340460416278743,1.682105933852392,1.7298235340863823,500
LassoCV,LassoCV,partialling out,fd_exact,dgp2,0.95,0.944,0.04139336815796475,0.008340460416278743,1.682105933852392,1.7298235340863823,500
LassoCV,LassoCV,partialling out,fd_exact,dgp3,0.9,0.0,0.02374608866600501,0.8586899397478316,5.543468443960648,3.8154775099637335,500
LassoCV,LassoCV,partialling out,fd_exact,dgp3,0.95,0.0,0.028295209857258443,0.8586899397478316,5.543468443960648,3.8154775099637335,500
LassoCV,LassoCV,partialling out,wg_approx,dgp1,0.9,0.91,0.03469221899156352,0.008229913285302625,1.0609031375206512,0.9485499616068327,500
LassoCV,LassoCV,partialling out,wg_approx,dgp1,0.95,0.95,0.04133832862274926,0.008229913285302625,1.0609031375206512,0.9485499616068327,500
LassoCV,LassoCV,partialling out,wg_approx,dgp2,0.9,0.892,0.028882696610382973,0.007030114956002142,1.1279298355369647,1.1602246284252973,500
LassoCV,LassoCV,partialling out,wg_approx,dgp2,0.95,0.946,0.03441585573645566,0.007030114956002142,1.1279298355369647,1.1602246284252973,500
LassoCV,LassoCV,partialling out,wg_approx,dgp3,0.9,0.0,0.02037307527005654,0.8587768373127108,3.71824421002822,2.5596448613420026,500
LassoCV,LassoCV,partialling out,wg_approx,dgp3,0.95,0.0,0.024276016497370993,0.8587768373127108,3.71824421002822,2.5596448613420026,500
