DoubleML Version,Script,Date,Total Runtime (minutes),Python Version,Config File
0.11.2.dev96,PLPRATECoverageSimulation,2026-01-16 15:02,36.614749721686046,3.12.9,scripts/plm/plpr_ate_config.yml
